@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.32,0.12,5.9,0.041,34,190,0.9944,10,5
0.26,0.34,14.4,0.067,35,189,0.9986,9.1,7
0.26,0.34,14.4,0.067,35,189,0.9986,9.1,7
0.26,0.34,14.4,0.067,35,189,0.9986,9.1,7
0.26,0.34,14.4,0.067,35,189,0.9986,9.1,7
0.24,0.26,12.3,0.053,34,134,0.9972,9.5,6
0.21,0.37,2.5,0.048,70,138,0.9917,11.4,7
0.27,0.35,5.3,0.03,30,117,0.992,12.2,6
0.27,0.35,4.9,0.028,27,95,0.9932,11.3,6
0.27,0.25,3.1,0.052,41,188,0.9915,11.3,5
0.29,0.16,1.4,0.038,122.5,234.5,0.9922,10,4
0.28,0.26,1.9,0.049,12,86,0.9934,9.4,5
0.25,0.34,14,0.032,47,133,0.9952,12.2,7
0.57,0.1,8.3,0.094,23,188,0.9972,9.2,4
0.28,0.26,1.9,0.049,12,86,0.9934,9.4,5
0.17,0.38,7.4,0.052,49,182,0.9958,9.6,6
0.28,0.22,1.4,0.056,24,130,0.9944,9.5,5
0.22,0.37,1.7,0.036,38,195,0.9908,12.5,6
0.24,0.5,11.6,0.047,60,211,0.9966,9.3,5
0.42,0.26,9.2,0.058,34,199,0.9972,9.3,6
0.28,0.36,1.7,0.038,22,101,0.9912,11.6,6
0.32,0.34,14.5,0.039,46,150,0.995,12.5,8
0.31,0.3,2.1,0.038,18,130,0.9928,10.6,6
0.32,0.5,10.7,0.047,57,206,0.9968,9.4,5
0.32,0.38,4.75,0.033,23,94,0.991,11.8,7
0.32,0.38,4.75,0.033,23,94,0.991,11.8,7
0.25,0.25,11.3,0.052,30,165,0.997,9.5,6
0.27,0.32,4.5,0.24,61,174,0.9948,9.4,5
0.46,0.31,1.7,0.052,50,183,0.9923,11.2,5
0.36,0.26,13.2,0.051,54,201,0.9976,9,5
0.67,0.3,13,0.29,22,193,0.9984,9,4
0.28,0.3,10.7,0.044,61,222,0.9972,9.1,6
0.17,0.37,2,0.039,34,125,0.9922,10.8,7
0.36,0.16,6.4,0.037,36,198,0.9944,9.9,6
0.36,0.16,6.3,0.036,36,191,0.9942,9.8,5
0.37,0.14,6.3,0.036,34,185,0.9944,9.8,5
0.29,0.58,17.5,0.041,51,225,0.9997,9.5,6
0.34,0.28,14.7,0.047,49,198,0.9977,9.5,5
0.19,0.34,1,0.022,22,94,0.9912,11.1,6
0.31,0.51,14.8,0.039,62,204,0.9982,9.5,5
0.31,0.48,14.2,0.042,62,204,0.9983,9.4,5
0.38,0.18,1.2,0.042,20,84,0.9927,10.1,4
0.25,0.26,3.6,0.037,18,115,0.9904,12.6,6
0.27,0.46,6.1,0.032,13,41,0.993,10.9,5
0.31,0.21,6.3,0.041,50,218,0.9941,10,5
0.18,0.45,4.4,0.046,57,166,0.9943,11.2,6
0.2,0.44,13.9,0.05,44,130,0.99855,10,6
0.47,0.21,1,0.044,13,98,0.99345,9.2,5
0.31,0.39,7.5,0.04,57,213,0.99475,10,5
0.39,0.26,2.7,0.038,39,187,0.99325,10.8,6
0.21,0.27,1.7,0.038,41,150,0.9933,10.5,7
0.21,0.27,1.7,0.038,41,150,0.9933,10.5,7
0.29,0.5,1.8,0.042,35,127,0.9937,10.2,7
0.29,0.44,9,0.053,62,178,0.99685,8.9,5
0.33,0.31,1.3,0.02,29,89,0.99035,12.4,8
0.3,0.4,1.8,0.028,23,122,0.9914,10.9,7
0.39,0.21,1.2,0.041,35,136,0.99225,10.2,5
0.24,0.31,2.8,0.038,41,114,0.99155,11.7,7
0.21,0.34,8,0.057,19,101,0.9954,9.4,5
0.16,0.31,5.3,0.043,42,157,0.99455,10.5,5
0.23,0.33,13.8,0.042,25,139,0.99695,10.4,6
0.25,0.48,10,0.044,78,240,0.99655,9.5,6
0.28,0.45,6,0.022,14,49,0.9934,11.1,7
0.25,0.3,14.4,0.052,40,183,0.998,9.1,6
0.38,0.25,9.8,0.04,28,191,0.9971,9.2,5
0.38,0.25,9.8,0.04,28,191,0.9971,9.2,5
0.21,0.31,3.8,0.021,40,142,0.99215,10.8,7
0.25,0.3,5.5,0.038,15,129,0.9948,9.6,6
0.39,0.4,4.6,0.022,5,19,0.9915,12.6,3
0.2,0.3,1.5,0.031,21,57,0.99115,11,6
0.2,0.37,2,0.03,26,136,0.9932,10.2,6
0.38,0.27,7.5,0.041,24,160,0.99535,10,5
0.2,1.66,2.1,0.022,34,113,0.99165,12.2,6
0.21,0.34,8.5,0.033,31,253,0.9953,10.5,6
0.29,0.4,7.6,0.024,56,177,0.9928,11.5,6
0.3,0.42,7.35,0.025,51,175,0.9928,11.4,6
0.29,0.4,7.6,0.024,56,177,0.9928,11.5,6
0.2,0.5,10,0.036,78,167,0.9964,10.2,6
0.2,0.42,14,0.038,83,160,0.9987,9.4,6
0.21,0.34,8.5,0.033,31,253,0.9953,10.5,6
0.28,0.44,1.8,0.032,32,107,0.9907,12.2,7
0.22,0.37,15.2,0.051,68,178,0.99935,9.3,6
0.14,0.4,1.2,0.051,55,136,0.9932,9.8,7
0.13,0.4,1.2,0.047,54,134,0.9932,9.8,7
0.18,0.38,8.1,0.049,44,176,0.9958,9.8,6
0.24,0.49,19.3,0.057,55,247,1.00055,8.7,5
0.44,0.04,18.6,0.039,38,128,0.9985,10.2,6
0.3,0.28,5,0.042,36,168,0.99505,9.5,6
0.27,0.42,1.6,0.05,35,135,0.992,11,6
0.5,0.63,13.4,0.078,81,238,0.9988,9.2,5
0.2,0.36,1.6,0.028,7,46,0.99175,10.9,6
0.11,0.34,8.8,0.043,41,113,0.9962,9.3,7
0.12,0.31,5.2,0.045,29,120,0.9942,9.8,7
0.16,0.57,1.1,0.13,58,140,0.9927,9.3,7
0.21,0.6,1.1,0.135,61,144,0.9927,9.3,7
0.27,0.3,16.7,0.039,49,172,0.99985,9.4,5
0.27,0.45,10.6,0.035,28,124,0.997,10.4,9
0.14,0.45,1.5,0.039,18,98,0.99215,11,6
0.23,0.19,13.7,0.052,47,197,0.99865,9,5
0.17,0.44,14.1,0.053,43,145,1.0006,8.8,8
0.29,0.22,9.5,0.056,44,213,0.99715,9.3,6
0.22,0.37,15,0.053,59,178,0.9992,9.5,7
0.23,0.19,13.7,0.052,47,197,0.99865,9,5
0.3,0.27,10.6,0.039,31,119,0.99815,9.3,6
0.34,0.28,11,0.04,31,117,0.99815,9.2,6
0.34,0.16,7,0.037,26,116,0.9949,10,7
0.3,0.27,10.6,0.039,31,119,0.99815,9.3,6
0.34,0.28,11,0.04,31,117,0.99815,9.2,6
0.46,0.08,4.9,0.046,34,144,0.99445,10,5
0.24,0.3,2,0.033,28,92,0.99225,10.9,7
0.42,0.23,8.8,0.054,42,215,0.9971,9.2,6
0.24,0.33,12.5,0.046,47,153,0.9983,9.6,6
0.18,0.24,4.8,0.041,30,113,0.99445,9.4,6
0.18,0.31,1.4,0.036,14,75,0.99085,11.1,8
0.28,0.49,6.8,0.048,61,222,0.9953,9.3,5
0.27,0.58,11.2,0.036,44,161,0.9977,8.9,6
0.31,0.26,13.2,0.046,57,205,0.9975,9.6,5
0.29,0.26,13.1,0.046,55,204,0.99745,9.6,6
0.39,0.17,12,0.046,65,246,0.9976,9,6
0.3,0.26,13.4,0.046,57,206,0.99775,9.5,6
0.41,0.05,1.5,0.063,17,120,0.9932,9.2,6
0.35,0.24,15.6,0.072,44,229,0.99785,10.5,6
0.3,0.17,2.8,0.04,24,125,0.9939,9,5
0.18,0.42,5.1,0.036,7,77,0.9939,11.7,5
0.3,0.17,2.8,0.04,24,125,0.9939,9,5
0.56,0.22,8.9,0.034,27,133,0.99675,9.1,5
0.36,0.29,1.6,0.021,24,85,0.98965,12.4,9
0.655,0.2,10.2,0.071,28,212,0.9971,9.2,6
0.18,0.21,5.4,0.053,34,104,0.99445,9.4,5
0.18,0.42,5.1,0.036,7,77,0.9939,11.7,5
0.21,0.37,7.2,0.042,36,167,0.9958,9.8,6
0.25,0.38,8.1,0.046,24,155,0.9956,10.2,6
0.24,0.36,2,0.031,27,139,0.99055,12.5,9
0.16,0.36,10.7,0.044,20,90,0.9959,10.9,7
0.16,0.36,1.2,0.043,21,90,0.9925,11,7
0.17,0.4,5.5,0.037,34,161,0.9935,11.5,4
0.3,0.34,2.7,0.044,34,108,0.99105,12.8,8
0.25,0.36,2.1,0.034,30,177,0.99085,11.9,8
0.25,0.36,2.1,0.034,30,177,0.99085,11.9,8
0.34,0.35,6,0.034,12,126,0.9924,12,7
0.33,0.35,6.3,0.036,12,126,0.9924,12,7
0.23,0.32,13.4,0.044,35,169,0.99975,8.8,7
0.19,0.35,1.7,0.036,33,101,0.99315,10.8,7
0.21,0.29,1.6,0.034,29,118,0.9917,11,8
0.21,0.29,1.6,0.034,29,118,0.9917,11,8
0.22,0.37,15.4,0.035,62,153,0.99845,9.3,5
0.34,0.27,1.2,0.026,17,73,0.9921,10.8,5
0.23,0.32,13.4,0.044,35,169,0.99975,8.8,7
0.2,0.24,1.8,0.03,30,105,0.9909,11.5,6
0.38,0.49,13.6,0.042,58,166,0.99855,9.4,5
0.18,0.36,1.3,0.036,40,117,0.9934,9.5,7
0.34,0.58,11.1,0.039,41,151,0.9978,8.6,5
0.18,0.36,1.3,0.036,40,117,0.9934,9.5,7
0.2,0.35,2.1,0.038,30,116,0.9949,10.3,7
0.4,0.48,13.7,0.042,59,169,0.9986,9.4,5
0.22,0.39,10.2,0.038,60,149,0.99725,10,7
0.27,0.35,1.7,0.03,38,103,0.99255,10.4,8
0.25,0.42,14.2,0.041,57,182,0.9996,9.1,7
0.34,0,6.5,0.028,33,163,0.9939,9.9,6
0.28,0.33,1.7,0.029,24,111,0.99,12.1,6
0.27,0.33,2.2,0.021,26,117,0.9886,12.5,6
0.18,0.36,1.3,0.036,40,117,0.9934,9.5,7
0.45,0.65,9.7,0.08,11,159,0.9956,9.4,5
0.34,0.58,11.1,0.039,41,151,0.9978,8.6,5
0.17,0.47,1.4,0.037,5,33,0.9939,9.6,3
0.21,0.32,2.2,0.037,28,141,0.993,10,7
0.36,0.34,4.2,0.018,57,119,0.9898,12.7,9
0.28,0.34,1.6,0.119,33,104,0.9921,10.2,6
0.16,0.54,1.4,0.126,37,110,0.9932,8.9,6
0.12,0.36,2.2,0.037,18,111,0.9919,11.9,8
0.21,0.32,2.2,0.037,28,141,0.993,10,7
0.36,0.44,1.9,0.04,9,121,0.9953,9.9,6
0.26,0.43,6,0.022,22,125,0.9928,11.5,6
0.23,0.29,12.2,0.035,38,236,0.9976,9.8,6
0.34,0.27,2.6,0.024,20,105,0.9906,12.2,7
0.3,0.32,2,0.044,34,90,0.99185,11,7
0.26,0.18,1.2,0.031,40,114,0.9908,11,7
0.26,0.18,1.2,0.031,40,114,0.9908,11,7
0.19,0.39,1.1,0.043,17,67,0.9918,10.3,6
0.26,0.29,1.4,0.039,13,67,0.9915,10.9,6
0.18,0.28,8.5,0.047,52,242,0.9952,10.5,6
0.29,0.29,13.2,0.046,26,113,0.9983,9.7,6
0.28,0.35,12.8,0.048,63,229,0.9975,8.9,5
0.31,0.3,7.7,0.047,60,206,0.995,9.6,6
0.21,0.28,2.4,0.056,49,159,0.9944,8.8,8
0.27,0.45,1.3,0.048,8,72,0.9944,10.3,4
0.25,0.39,2.1,0.036,30,124,0.9908,12.2,8
0.33,0.2,5.8,0.04,24,144,0.99425,9.9,5
0.33,0.19,5.6,0.042,22,143,0.99425,9.9,5
0.34,0.19,5.8,0.041,22,145,0.9943,9.9,5
0.29,0.05,0.8,0.038,11,30,0.9924,9.2,5
0.32,0.26,1.2,0.05,11.5,88,0.9946,9.5,4
0.29,0.05,0.8,0.038,11,30,0.9924,9.2,5
0.13,0.39,4.7,0.042,36,137,0.995,10.3,7
0.3,0.32,1.6,0.037,23,124,0.9919,11,6
0.24,0.34,1.4,0.031,27,107,0.99,11.9,6
0.11,0.32,4.6,0.057,59,144,0.9956,9.4,7
0.32,0.62,10.6,0.036,56,153,0.9978,8.9,6
0.32,0.62,10.6,0.036,56,153,0.9978,8.9,6
0.26,0.27,12.9,0.044,69,215,0.9967,10,6
0.595,0.1,2.8,0.042,26,80,0.9932,9.3,5
0.25,0.33,2.9,0.057,52,173,0.9934,9.5,7
0.25,0.35,12,0.055,47,179,0.998,10,5
0.36,0.58,15,0.044,42,115,0.9978,9,5
0.17,0.52,5.9,0.017,21,84,0.9929,11.9,7
0.26,0.43,12.6,0.033,64,230,0.9974,8.9,5
0.29,0.33,7.4,0.037,58,205,0.99495,9.6,5
0.27,0.44,6.7,0.041,61,230,0.99505,8.9,5
0.43,0.32,1.4,0.048,10,67,0.992,11.4,5
0.36,0.58,15,0.044,42,115,0.9978,9,5
0.35,0.29,7.3,0.044,56,244,0.9956,10,6
0.24,0.29,15.3,0.044,39,194,0.9982,9.6,7
0.27,0.46,11.75,0.037,61,212,0.9971,9.5,6
0.48,0.36,3.5,0.03,31,135,0.9904,12.2,7
0.18,0.33,8,0.051,16,131,0.9965,8.7,7
0.15,0.29,5,0.058,28,105,0.9946,10.2,7
0.345,1,18.2,0.047,55,205,0.99965,9.6,5
0.16,0.35,1.6,0.039,24,147,0.9935,10,5
0.25,0.39,6.4,0.034,8,84,0.9942,11.5,5
0.22,0.34,9.7,0.035,26,143,0.9965,9.8,6
0.22,0.34,9.7,0.035,26,143,0.9965,9.8,6
0.32,0.26,1.8,0.042,13,133,0.9938,9.5,5
0.2,0.32,1.1,0.039,25,78,0.9926,10.2,7
0.24,0.34,15.4,0.05,38,174,0.9983,9,6
0.24,0.34,15.4,0.05,38,174,0.9983,9,6
0.24,0.34,15.4,0.05,38,174,0.9983,9,6
0.19,0.25,4,0.023,23,112,0.9923,11.6,6
0.26,0.21,12.5,0.034,36,152,0.9972,9.5,6
0.23,0.43,3.2,0.035,14,101,0.9928,11.5,5
0.34,0.28,1.8,0.041,43,188,0.9928,9.6,6
0.08,0.33,1.9,0.028,23,93,0.991,12,7
0.42,0.09,1.6,0.019,18,68,0.9906,11.4,7
0.42,0.01,1.5,0.017,25,102,0.9894,12.3,7
0.27,0.19,1.7,0.02,24,110,0.9898,12.6,7
0.22,0.35,17.5,0.039,38,153,0.9994,9,6
0.08,0.33,1.9,0.028,23,93,0.991,12,7
0.13,0.38,1.8,0.046,14,114,0.9925,11.7,6
0.13,0.3,4.9,0.058,47,131,0.9946,10.3,6
0.14,0.33,7.6,0.05,53,189,0.9966,8.6,5
0.28,0.33,6.7,0.037,32,155,0.9951,10.7,7
0.2,0.71,1.6,0.15,10,54,0.9927,9.8,5
0.28,0.33,6.7,0.037,32,155,0.9951,10.7,7
0.19,0.33,1.6,0.043,63,149,0.9925,10.8,5
0.28,0.3,5.3,0.054,44,161,0.9941,10.3,6
0.28,0.39,8.9,0.036,8,117,0.9935,12,7
0.16,0.38,3.4,0.04,41,143,0.9932,10.2,6
0.26,0.44,1.3,0.046,7,69,0.9944,10.2,4
0.25,0.27,15.2,0.049,75,217,0.9972,9.9,5
0.24,0.18,1.3,0.046,9,62,0.994,10.1,4
0.18,0.36,1.8,0.04,24,187,0.9956,9.5,6
0.24,0.27,9.8,0.062,33,152,0.9966,9.5,6
0.21,0.6,2.1,0.046,47,165,0.9936,10.1,7
0.28,0.41,6.8,0.045,61,216,0.9952,9.4,5
0.28,0.43,7.1,0.045,60,221,0.9952,9.4,6
0.24,0.39,1.3,0.063,18,136,0.9928,10.4,7
0.18,0.28,3.3,0.044,18,91,0.993,10.8,6
0.36,0.26,3.3,0.038,40,153,0.9911,11.3,6
0.22,0.37,1.2,0.059,45,199,0.993,10.3,7
0.16,0.44,1.4,0.043,25,109,0.9932,10.3,6
0.16,0.41,1.7,0.048,60,173,0.9932,11.2,7
0.16,0.27,12.6,0.064,63,162,0.9994,8.9,5
0.39,0.22,2.8,0.036,19,113,0.9926,10.2,5
0.16,0.44,1.4,0.043,25,109,0.9932,10.3,6
0.18,0.42,1.4,0.045,47,157,0.9916,10.5,6
0.14,0.26,1.5,0.049,56,189,0.9946,9.5,6
0.2,0.42,1.5,0.041,35,125,0.9925,11.4,7
0.2,0.42,1.5,0.041,35,125,0.9925,11.4,7
0.19,0.32,7.05,0.019,54,188,0.9935,11.1,8
0.19,0.38,10.6,0.06,48,174,0.9962,10.5,6
0.15,0.46,1.6,0.039,38,123,0.993,9.7,6
0.14,0.44,1.6,0.042,47,140,0.993,10.2,6
0.55,0.17,8.2,0.04,13,60,0.9956,9.5,4
0.24,0.35,1.5,0.052,51,128,0.9941,10.4,7
0.6,0.44,11,0.05,50,245,0.9972,9.3,4
0.3,0.36,6.8,0.055,44.5,234,0.9972,10.2,6
0.64,0.46,10.6,0.244,33,227,0.9983,9.1,3
0.17,0.38,1.8,0.04,39,148,0.9942,10.2,6
0.17,0.37,1.5,0.06,18,75,0.9936,10.7,5
0.47,0.24,6,0.044,11,77,0.9956,9.7,5
0.15,0.34,5.3,0.034,33,104,0.9953,9.3,7
0.17,0.34,1.4,0.035,13,102,0.9918,11,5
0.68,0.3,2.1,0.047,17,138,0.995,10.8,4
0.275,0.3,1,0.039,19,75,0.992,10.7,5
0.49,0.32,5.2,0.043,18,104,0.9952,10.7,4
0.33,0.48,19.45,0.048,55,243,1.001,8.8,5
0.21,0.37,1.6,0.049,23,94,0.9924,10.9,7
0.19,0.1,1.3,0.046,23,107,0.9937,10,5
0.4,0.38,1.1,0.038,15,75,0.9934,9.2,5
0.37,0.36,4.7,0.035,36,116,0.991,12.6,6
0.24,0.34,7.5,0.048,29,152,0.9962,9,5
0.21,0.81,1.1,0.137,52,123,0.9932,9.2,6
0.29,0.42,1.3,0.035,18,86,0.9908,11.3,5
0.29,0.55,2.2,0.05,17,119,0.9962,10.3,4
0.31,0.52,1.7,0.029,5,61,0.9918,10.4,5
0.26,0.41,2.2,0.049,29,111,0.9941,10,5
0.21,0.34,1.2,0.06,26,111,0.9931,10.7,6
0.51,0.24,10,0.093,35,197,0.9981,9,5
0.21,0.34,1.2,0.06,26,111,0.9931,10.7,6
0.3,0.2,1.1,0.077,48,166,0.9944,8.7,4
0.26,0.36,2,0.054,30,121,0.992,11.6,7
0.21,0.28,7.5,0.07,45,185,0.9966,9.4,5
0.26,0.26,4.1,0.073,36,202,0.9956,9.5,5
0.26,0.37,1.9,0.072,48,159,0.9949,10.9,6
0.22,0.38,14.8,0.054,32,126,1.0002,9.7,5
0.3,0.51,5.5,0.048,62,172,0.9942,9.1,6
0.19,0.34,2.6,0.037,33,125,0.9923,11.1,7
0.2,0.36,1.5,0.031,38,147,0.9931,11,6
0.37,0.32,1.6,0.04,32,166,0.992,11.3,7
0.29,0.33,9.1,0.036,28,118,0.9953,10.9,7
0.55,0.45,12,0.049,27,186,0.9974,9.3,6
0.4,0.19,3.2,0.033,28,124,0.9904,12.7,7
0.26,0.44,1.3,0.037,43,132,0.9944,10,5
0.34,0.29,6.2,0.046,29,227,0.9952,10.1,6
0.15,0.33,4.7,0.059,31,118,0.9956,9,7
0.27,0.25,5.8,0.038,52,155,0.995,9.4,6
0.27,0.25,5.8,0.038,52,155,0.995,9.4,6
0.2,0.37,16.95,0.048,43,190,0.9995,9.2,6
0.31,0.69,10.2,0.041,58,160,0.9977,8.6,5
0.2,0.37,16.95,0.048,43,190,0.9995,9.2,6
0.21,0.58,17.1,0.049,62,213,1.0006,9.3,6
0.21,0.35,14.5,0.048,35,178,0.9982,8.9,6
0.21,0.4,1.2,0.069,24,156,0.9928,10.6,6
0.17,0.31,6.7,0.038,29,132,0.9945,10.6,7
0.24,0.33,1.3,0.033,25,97,0.9906,11,8
0.28,0.26,8.8,0.04,44,139,0.9956,10.2,6
0.23,0.21,5.1,0.035,29,142,0.9942,10.1,7
0.29,0.25,10.6,0.039,32,120,0.9962,10.1,6
0.29,0.21,2.6,0.025,12,120,0.9894,14,7
0.17,0.42,2.8,0.028,45,107,0.9908,11.8,6
0.16,0.4,1.6,0.033,59,148,0.9914,11.4,5
0.29,0.39,6.7,0.036,6,117,0.9938,10.7,5
0.31,0.69,10.2,0.041,58,160,0.9977,8.6,5
0.32,0.45,4.9,0.028,25,191,0.9922,11.5,7
0.24,0.45,3.8,0.027,21,128,0.992,11.2,8
0.37,0.15,2,0.029,27,87,0.9903,12.6,7
0.29,0.27,1.7,0.024,13,76,0.9893,12.6,7
0.18,0.4,1.6,0.047,22,102,0.9937,10.7,5
0.15,0.38,2.2,0.047,33,96,0.9928,10.4,8
0.45,0.34,8.3,0.037,33,216,0.9976,9.7,5
0.415,0.13,1.4,0.04,11,64,0.9922,10.5,5
0.5,0.16,12.9,0.042,26,138,0.9974,9,5
0.105,0.32,12.4,0.051,34,106,0.998,9.2,6
0.4,0.3,1.6,0.047,30,117,0.9931,10.1,6
0.25,0.39,1.45,0.04,40,89,0.9911,11.4,7
0.36,0.45,1.6,0.042,11,124,0.9944,10.8,5
0.23,0.4,1.5,0.044,19,135,0.9937,10.9,5
0.115,0.29,1.95,0.038,73,166,0.989,12.9,7
0.125,0.29,5.85,0.042,24,99,0.992,12,7
0.1,0.27,1.3,0.047,21,100,0.9928,9.5,5
0.25,0.29,5.3,0.031,33,117,0.9918,11.8,7
0.2,0.28,1.2,0.048,36,159,0.9936,9.1,6
0.23,0.34,4,0.047,24,128,0.9944,9.7,6
0.39,0.31,14.35,0.043,28,162,0.9988,9.1,5
0.22,0.42,2.3,0.053,27,114,0.994,10,5
0.25,0.34,12.85,0.048,30,161,0.9986,9.5,6
0.31,0.49,6.9,0.034,26,91,0.9937,11.5,5
0.16,0.33,1,0.076,17,57,0.9921,10.6,6
0.34,0.49,7.3,0.052,30,146,0.998,10.2,5
0.28,0.46,3.2,0.058,39,133,0.996,9.5,5
0.25,0.32,1.5,0.047,27,132,0.9933,10.5,5
0.32,0.18,7.5,0.041,71,223,0.9959,8.9,5
0.27,0.32,1.1,0.031,15,151,0.9936,10.6,5
0.17,0.37,5.7,0.025,29,111,0.9938,10.8,6
0.32,0.17,7.6,0.042,69,219,0.9959,8.9,5
0.395,0.07,1.3,0.035,26,102,0.992,10.6,6
0.16,0.3,4.8,0.037,37,171,0.9967,9,4
0.33,0.36,2.1,0.034,26,172,0.9944,10.5,4
0.3,0.29,16.85,0.054,23,135,0.9998,9,6
0.26,0.27,4.1,0.201,73.5,189.5,0.9942,9.4,6
0.3,0.29,16.85,0.054,23,135,0.9998,9,6
0.14,0.34,1.3,0.055,50,153,0.9945,9.6,6
0.3,0.29,16.85,0.054,23,135,0.9998,9,6
0.25,0.41,7.4,0.043,29,151,0.9946,10.2,7
0.26,0.27,4.1,0.201,73.5,189.5,0.9942,9.4,6
0.23,0.49,0.9,0.057,15,73,0.9928,10.4,6
0.24,0.32,6.3,0.03,34,129,0.9946,10.4,5
0.45,0.27,0.8,0.039,13,82,0.9927,9.5,5
0.2,0.38,1,0.037,21,74,0.9918,11,5
0.14,0.34,1.3,0.055,50,153,0.9945,9.6,6
0.61,0.45,5.4,0.03,15,118,0.9954,9.6,5
0.21,0.44,1.9,0.036,10,119,0.9913,12.8,6
0.26,0.26,12.7,0.036,49,214,0.9986,10,6
0.25,0.41,8.6,0.042,57,173,0.9965,9.1,5
0.32,0.35,11.1,0.039,29,198,0.9984,9.4,7
0.25,0.29,2,0.042,19,189,0.9952,10.2,6
0.44,0.4,2.8,0.036,35,167,0.9956,9.2,5
0.2,0.25,4.5,0.044,31,109,0.9949,9.4,5
0.42,0.45,9.1,0.029,20,125,0.996,10.1,6
0.22,0.33,2,0.045,31,101,0.9931,11.4,5
0.32,0.37,1.2,0.048,22,184,0.9938,9.3,5
0.21,0.38,2.2,0.026,40,104,0.9914,11.1,8
0.21,0.3,1.4,0.037,45,143,0.9932,9.9,6
0.26,0.47,1.6,0.068,5,55,0.9944,9.6,5
0.21,0.44,1.9,0.036,10,119,0.9913,12.8,6
0.26,0.32,14.45,0.074,29,107,0.998,9.2,6
0.22,0.4,14.75,0.042,44.5,129.5,0.9998,9.1,7
0.37,0.22,8.3,0.025,36,216,0.9964,9.6,6
0.22,0.45,14.2,0.038,53,141,0.9992,9.2,6
0.25,0.26,5.2,0.024,36,135,0.9948,10.7,7
0.22,0.4,14.75,0.042,44.5,129.5,0.9998,9.1,7
0.26,0.32,14.45,0.074,29,107,0.998,9.2,6
0.25,0.37,6.9,0.02,14,93,0.9939,10.7,7
0.18,0.37,1.5,0.027,37,93,0.992,10.8,6
0.17,0.37,1.5,0.028,26,75,0.9922,10.8,7
0.33,0.16,1.5,0.049,10,97,0.9917,10.7,6
0.33,0.16,1.5,0.049,10,97,0.9917,10.7,6
0.26,0.46,15.55,0.037,61,171,0.9986,8.8,6
0.3,0.38,7.8,0.046,35,192,0.9955,9,5
0.23,0.46,1.5,0.03,30,125,0.9907,12.5,6
0.28,0.41,1,0.042,14,59,0.9922,10.5,6
0.27,0.39,6.7,0.064,28,188,0.9958,9.7,5
0.32,0.36,1.6,0.04,32,155,0.993,11.3,6
0.24,0.45,1.2,0.033,11,59,0.9926,10.8,6
0.28,0.42,7.1,0.045,41,169,0.9959,10.6,5
0.37,0.36,1,0.034,17,93,0.9906,11.7,8
0.26,0.44,7.1,0.027,25,126,0.993,11.1,8
0.37,0.36,1,0.034,17,93,0.9906,11.7,8
0.23,0.33,1.15,0.044,15.5,217.5,0.992,11,6
0.28,0.39,1.2,0.038,21,115,0.994,10,6
0.23,0.39,2.3,0.033,29,102,0.9908,12.3,7
0.32,0.37,3.4,0.023,19,87,0.9902,12.7,6
0.23,0.39,2.3,0.033,29,102,0.9908,12.3,7
0.18,0.38,6.5,0.039,20,110,0.9943,10.5,5
0.26,0.53,1.2,0.047,25,109,0.9921,12.5,6
0.33,0.42,1.15,0.033,18,96,0.9911,12.4,3
0.29,0.3,13,0.043,46,238,0.9986,8.7,6
0.41,0.37,4.5,0.03,40,114,0.992,12.4,7
0.39,0.3,5.2,0.037,29,131,0.9943,11,6
0.26,0.31,1.3,0.043,47,155,0.9937,10.1,6
0.32,0.31,1.7,0.036,46,195,0.993,10.5,5
0.24,0.39,3.6,0.024,35,116,0.9928,10.9,5
0.44,0.37,2.7,0.041,35,128,0.9896,13.5,7
0.25,0.48,2.2,0.042,28,164,0.998,9.7,5
0.14,0.28,1.8,0.041,44,178,0.9954,9.2,6
0.18,0.42,2.1,0.036,33,187,0.9938,10.6,7
0.44,0.37,2.7,0.041,35,128,0.9896,13.5,7
0.26,0.22,5.1,0.037,23,131,0.9944,10.1,5
0.66,0.72,17.55,0.042,62,233,0.9999,9.4,4
0.18,0.31,1.1,0.045,20,73,0.9925,10.8,7
0.57,0.44,10.7,0.051,46,195,0.9981,10.4,5
0.245,0.32,1.1,0.047,24,152,0.9927,9.3,6
0.25,0.41,1.8,0.037,52,165,0.9911,12.2,7
0.16,0.73,1,0.138,58,150,0.9936,9.2,5
0.22,0.34,1.8,0.057,29,104,0.9959,10.3,6
0.18,0.65,1.4,0.046,28,157,0.9946,9.4,6
0.17,0.27,6.7,0.036,88,223,0.9948,10.2,6
0.29,0.16,6.8,0.034,65,212,0.9955,9,6
0.23,0.3,7.1,0.037,63,236,0.9952,9.2,6
0.19,0.68,1.5,0.05,31,156,0.9946,9.4,6
0.18,0.65,1.4,0.046,28,157,0.9946,9.4,6
0.29,0.46,1.45,0.039,77.5,223,0.9944,9.5,6
0.31,0.34,7.4,0.059,36,174,0.9963,11.1,7
0.28,0.34,4.2,0.028,36,116,0.991,12.3,8
